Type,Min,Max,Centroid_Price,Std_Internal,Strength,Zone_Boundary,Norm_Distance,Current_Price,Score,Ranking
Resistance,383,414,399,15.52,20,399.0,0.0902,366.0,199.67,1
Resistance,430,449,440,9.79,9,440.0,0.2022,366.0,42.42,2
Resistance,492,513,502,10.45,14,502.0,0.3716,366.0,36.69,3
Resistance,461,477,469,7.73,10,469.0,0.2814,366.0,34.31,4
Resistance,607,639,623,16.14,13,623.0,0.7022,366.0,18.25,5
Resistance,523,558,541,17.42,7,541.0,0.4781,366.0,14.34,6
Resistance,662,681,671,9.46,4,671.0,0.8333,366.0,4.74,7
Resistance,744,751,748,3.54,2,748.0,1.0437,366.0,1.9,8
Support,345,358,352,6.54,5,352.0,0.0383,366.0,103.62,1
Support,176,188,182,6.17,39,182.0,0.5027,366.0,76.06,2
Support,265,275,270,4.6,18,270.0,0.2623,366.0,66.1,3
Support,248,256,252,3.67,17,252.0,0.3115,366.0,52.88,4
Support,295,309,302,6.86,6,302.0,0.1749,366.0,32.46,5
Support,207,224,216,8.56,12,216.0,0.4098,366.0,28.58,6
Support,230,236,233,3.24,7,233.0,0.3634,366.0,18.75,7
Support,137,152,144,7.13,5,144.0,0.6066,366.0,8.11,8
