Type,Min,Max,Centroid_Price,Std_Internal,Strength,Zone_Boundary,Norm_Distance,Current_Price,Score,Ranking
Resistance,602,618,610,7.75,11,610.0,0.0252,595.0,312.41,1
Resistance,631,643,637,6.32,10,637.0,0.0706,595.0,124.09,2
Resistance,665,684,674,9.5,9,674.0,0.1328,595.0,63.04,3
Resistance,706,732,719,12.77,13,719.0,0.2084,595.0,59.52,4
Resistance,831,861,846,15.17,5,846.0,0.4218,595.0,11.58,5
Resistance,769,776,772,3.54,2,772.0,0.2975,595.0,6.5,6
Resistance,917,966,942,24.66,3,942.0,0.5832,595.0,5.06,7
Resistance,1100,1143,1121,21.75,4,1121.0,0.884,595.0,4.47,8
Resistance,1037,1086,1062,24.66,3,1062.0,0.7849,595.0,3.77,9
Resistance,1291,1323,1307,16.07,3,1307.0,1.1966,595.0,2.49,10
Support,571,586,578,7.47,13,578.0,0.0286,595.0,337.04,1
Support,514,525,519,5.77,27,519.0,0.1277,595.0,196.03,2
Support,538,554,546,7.79,16,546.0,0.0824,595.0,173.25,3
Support,492,503,497,5.85,16,497.0,0.1647,595.0,91.58,4
Support,467,481,474,6.92,10,474.0,0.2034,595.0,46.87,5
Support,370,393,382,11.41,12,382.0,0.358,595.0,32.61,6
Support,444,457,450,6.47,7,450.0,0.2437,595.0,27.59,7
Support,416,432,424,7.87,5,424.0,0.2874,595.0,16.81,8
Support,210,241,226,15.67,6,226.0,0.6202,595.0,9.52,9
Support,259,293,276,16.97,2,276.0,0.5361,595.0,3.66,10
