Type,Min,Max,Centroid_Price,Std_Internal,Strength
Resistance,1143,1177,1160,16.58,11
Resistance,1217,1238,1228,10.41,4
Resistance,1285,1349,1317,32.15,3
Resistance,1406,1434,1420,14.14,2
Resistance,1515,1515,1515,0.0,1
Resistance,1561,1602,1582,20.21,3
Resistance,1652,1708,1680,27.84,3
Support,295,347,321,25.91,9
Support,367,405,386,18.79,24
Support,460,512,486,25.91,25
Support,549,600,574,25.15,40
Support,643,700,671,28.11,21
Support,861,927,894,33.06,20
Support,1005,1085,1045,40.02,28
