Type,Min,Max,Centroid_Price,Std_Internal,Strength
Resistance,7835,8018,7927,91.55,13
Resistance,8156,8373,8264,108.63,14
Resistance,8543,8828,8685,142.29,29
Resistance,9121,9431,9276,154.76,29
Resistance,9760,10220,9990,229.98,12
Resistance,10656,11029,10842,186.63,13
Resistance,11571,11796,11683,112.73,3
Support,3020,3020,3020,0.0,1
Support,3749,4094,3922,172.21,6
Support,4215,4433,4324,109.26,10
Support,4650,5053,4852,201.4,11
Support,5989,6280,6135,145.25,13
Support,6644,6982,6813,169.03,23
Support,7261,7581,7421,159.86,25
