Type,Min,Max,Centroid_Price,Std_Internal,Strength,Zone_Boundary,Norm_Distance,Current_Price,Score,Ranking
Resistance,153,168,161,7.36,43,161.0,0.1838,136.0,221.85,1
Resistance,175,185,180,5.06,23,180.0,0.3235,136.0,68.96,2
Resistance,245,268,257,11.5,23,257.0,0.8897,136.0,25.56,3
Resistance,292,312,302,10.07,19,302.0,1.2206,136.0,15.44,4
Resistance,321,343,332,10.72,22,332.0,1.4412,136.0,15.16,5
Resistance,377,411,394,17.09,3,394.0,1.8971,136.0,1.57,6
Resistance,442,442,442,0.0,1,442.0,2.25,136.0,0.44,7
Support,125,134,130,4.22,5,130.0,0.0441,136.0,92.39,1
Support,110,116,113,3.14,10,113.0,0.1691,136.0,55.83,2
Support,96,98,97,0.71,5,97.0,0.2868,136.0,16.85,3
Support,100,104,102,1.89,4,102.0,0.25,136.0,15.38,4
Support,82,86,84,1.97,6,84.0,0.3824,136.0,15.29,5
Support,89,93,91,2.22,4,91.0,0.3309,136.0,11.73,6
Support,58,74,66,7.76,5,66.0,0.5147,136.0,9.53,7
