Type,Min,Max,Centroid_Price,Std_Internal,Strength,Zone_Boundary,Norm_Distance,Current_Price,Score,Ranking
Resistance,153,168,161,7.36,43,161.0,0.1838,136.0,221.85,1
Resistance,175,185,180,5.06,23,180.0,0.3235,136.0,68.96,2
Resistance,245,270,258,12.38,24,258.0,0.8971,136.0,26.46,3
Resistance,296,318,307,10.83,23,307.0,1.2574,136.0,18.15,4
Resistance,324,351,338,13.42,18,338.0,1.4853,136.0,12.04,5
Resistance,392,440,416,23.58,3,416.0,2.0588,136.0,1.45,6
Support,125,134,130,4.22,5,130.0,0.0441,136.0,92.39,1
Support,110,116,113,3.14,10,113.0,0.1691,136.0,55.83,2
Support,93,98,96,2.29,7,96.0,0.2941,136.0,23.02,3
Support,82,88,85,3.02,8,85.0,0.375,136.0,20.78,4
Support,100,104,102,1.89,4,102.0,0.25,136.0,15.38,5
Support,58,74,66,7.76,5,66.0,0.5147,136.0,9.53,6
