Type,Min,Max,Centroid_Price,Std_Internal,Strength,Zone_Boundary,Norm_Distance,Current_Price,Score,Ranking
Resistance,352,418,385,33.02,42,385.0,0.2419,310.0,166.71,1
Resistance,486,563,524,38.22,42,524.0,0.6903,310.0,59.97,2
Resistance,636,735,685,49.66,18,685.0,1.2097,310.0,14.76,3
Resistance,838,919,878,40.66,17,878.0,1.8323,310.0,9.23,4
Resistance,1118,1305,1211,93.48,22,1211.0,2.9065,310.0,7.54,5
Resistance,1502,1778,1640,138.08,7,1640.0,4.2903,310.0,1.63,6
Support,300,300,300,0.0,2,300.0,0.0323,310.0,47.33,1
Support,256,258,257,1.41,2,257.0,0.171,310.0,11.05,2
Support,246,246,246,0.0,2,246.0,0.2065,310.0,9.24,3
Support,242,242,242,0.0,1,242.0,0.2194,310.0,4.36,4
Support,230,230,230,0.0,1,230.0,0.2581,310.0,3.73,5
Support,216,216,216,0.0,1,216.0,0.3032,310.0,3.19,6
