Type,Min,Max,Centroid_Price,Std_Internal,Strength,Zone_Boundary,Norm_Distance,Current_Price,Score,Ranking
Resistance,565,565,565,0.0,1,565.0,0.0089,560.0,52.83,1
Resistance,578,578,578,0.0,1,578.0,0.0321,560.0,23.73,2
Resistance,600,600,600,0.0,1,600.0,0.0714,560.0,12.28,3
Resistance,618,618,618,0.0,1,618.0,0.1036,560.0,8.81,4
Resistance,650,650,650,0.0,1,650.0,0.1607,560.0,5.86,5
Resistance,765,765,765,0.0,1,765.0,0.3661,560.0,2.66,6
Support,456,525,491,34.54,12,491.0,0.1232,560.0,90.08,1
Support,174,214,194,19.64,56,194.0,0.6536,560.0,84.39,2
Support,254,293,274,19.55,43,274.0,0.5107,560.0,82.58,3
Support,333,366,350,16.59,14,350.0,0.375,560.0,36.36,4
Support,392,423,408,15.44,10,408.0,0.2714,560.0,35.53,5
Support,113,151,132,18.95,20,132.0,0.7643,560.0,25.83,6
