Type,Min,Max,Centroid_Price,Std_Internal,Strength
Resistance,224,233,228,4.6,12
Resistance,241,248,245,3.39,14
Resistance,254,260,257,2.85,9
Resistance,265,274,270,4.73,4
Resistance,281,287,284,2.67,10
Resistance,291,298,295,3.27,6
Resistance,303,314,308,5.5,8
Resistance,329,335,332,2.83,2
Resistance,350,360,355,5.03,3
Resistance,397,405,401,4.24,2
Support,50,53,52,1.6,7
Support,83,93,88,4.58,3
Support,100,106,103,3.0,18
Support,112,114,113,1.19,12
Support,116,121,118,2.37,10
Support,128,139,133,5.28,6
Support,154,162,158,3.86,4
Support,169,173,171,2.0,5
Support,197,209,203,6.08,6
Support,211,217,214,3.0,13
