Type,Min,Max,Centroid_Price,Std_Internal,Strength
Resistance,7823,7957,7890,66.87,10
Resistance,8077,8240,8158,81.42,12
Resistance,8401,8566,8483,82.74,15
Resistance,8667,8847,8757,90.26,18
Resistance,9047,9196,9122,74.32,15
Resistance,9333,9484,9408,75.4,15
Resistance,9736,10030,9883,146.84,9
Resistance,10267,10513,10390,123.24,5
Resistance,10779,11026,10902,123.72,11
Resistance,11571,11796,11683,112.73,3
Support,3020,3020,3020,0.0,1
Support,3749,4094,3922,172.21,6
Support,4215,4433,4324,109.26,10
Support,4650,5053,4852,201.4,11
Support,5949,6101,6025,76.38,7
Support,6178,6347,6262,84.78,6
Support,6597,6776,6687,89.34,13
Support,6908,7104,7006,97.77,12
Support,7284,7472,7378,93.91,17
Support,7567,7700,7633,66.46,6
