Type,Min,Max,Centroid_Price,Std_Internal,Strength
Resistance,392,401,397,4.34,10
Resistance,415,422,418,3.43,9
Resistance,425,428,426,1.67,5
Resistance,433,438,436,2.61,5
Resistance,460,460,460,0.0,1
Resistance,476,476,476,0.0,1
Resistance,505,505,505,0.0,1
Resistance,525,525,525,0.0,1
Support,124,143,134,9.32,4
Support,175,198,186,11.3,10
Support,201,219,210,8.76,18
Support,237,254,246,8.81,12
Support,271,286,278,7.43,26
Support,297,308,303,5.54,32
Support,315,335,325,10.02,20
Support,363,383,373,9.98,15
