Type,Min,Max,Centroid_Price,Std_Internal,Strength
Resistance,7881,8192,8036,155.21,22
Resistance,8447,8698,8572,125.56,26
Resistance,8897,9178,9038,140.74,22
Resistance,9333,9484,9408,75.4,15
Resistance,9736,10030,9883,146.84,9
Resistance,10267,10513,10390,123.24,5
Resistance,10779,11026,10902,123.72,11
Resistance,11571,11796,11683,112.73,3
Support,3020,3020,3020,0.0,1
Support,3749,4094,3922,172.21,6
Support,4215,4433,4324,109.26,10
Support,4650,5053,4852,201.4,11
Support,5989,6232,6110,121.29,12
Support,6557,6779,6668,110.69,14
Support,6912,7135,7023,111.55,13
Support,7316,7593,7455,138.37,22
