Type,Min,Max,Centroid_Price,Std_Internal,Strength,Zone_Boundary,Norm_Distance,Current_Price,Score,Ranking
Resistance,352,418,385,33.02,42,385.0,0.2419,310.0,166.71,1
Resistance,486,563,524,38.22,42,524.0,0.6903,310.0,59.97,2
Resistance,638,769,704,65.63,21,704.0,1.271,310.0,16.39,3
Resistance,859,1083,971,111.98,22,971.0,2.1323,310.0,10.27,4
Resistance,1192,1593,1392,200.76,21,1392.0,3.4903,310.0,6.0,5
Support,300,300,300,0.0,2,300.0,0.0323,310.0,47.33,1
Support,242,247,245,2.31,3,245.0,0.2097,310.0,13.66,2
Support,256,258,257,1.41,2,257.0,0.171,310.0,11.05,3
Support,230,230,230,0.0,1,230.0,0.2581,310.0,3.73,4
Support,216,216,216,0.0,1,216.0,0.3032,310.0,3.19,5
